user_session_id,user_id,product_id,click_through_rate,add_to_cart_flag,cart_abandonment_score,purchase_probability,device_type
S08850,U17349,P298,,0,,0.3743,mobile
S08851,U15618,P492,0.8989,0,0.5922,0.6825,desktop
S08852,U12888,P135,0.6274,1,0.8551,0.4273,desktop
S08853,U11664,P378,,1,0.6856,0.4797,desktop
S08854,U17209,P315,0.0434,0,0.8392,0.0839,mobile
S08855,U13986,P173,0.2985,1,0.3689,0.4335,tablet
S08856,U14576,P405,0.7123,1,0.6298,0.5589,desktop
S08857,U12977,P154,0.99,1,0.1106,0.9426,desktop
S08858,U11871,P595,0.9063,1,0.1738,0.8672,desktop
S08859,U17915,P480,0.5756,0,,,mobile
S08860,U17015,P111,0.6041,1,0.9379,0.3782,mobile
S08861,U11462,P182,0.1323,0,0.8344,0.1515,tablet
S08862,U15521,P131,0.4943,1,0.3198,0.5816,mobile
S08863,U17713,P507,0.99,1,,0.9682,desktop
S08864,U10344,P185,0.9063,1,0.2413,,desktop
S08865,U10044,P550,0.2567,0,0.2144,0.476,mobile
S08866,U17813,P331,,1,0.0434,0.8116,desktop
S08867,U12068,P510,0.4357,0,0.8019,0.34,mobile
S08868,U15753,P544,0.5645,0,0.8464,0.3949,desktop
S08869,U17237,P374,0.3156,0,0.3798,0.4386,mobile
S08870,U15983,P300,0.32,0,0.1533,0.5533,mobile
S08871,U17016,P150,0.546,1,0.1167,,desktop
S08872,U16191,P419,0.8582,1,0.1391,0.8689,desktop
S08873,U11514,P355,0.5766,1,0.1361,0.7083,mobile
S08874,U12598,P340,0.8814,0,0.0656,0.8996,desktop
S08875,U16430,P304,0.011,0,,0.028,mobile
S08876,U11001,P485,0.6336,1,0.2628,0.6864,desktop
S08877,U11033,P519,0.99,0,0.1172,0.9542,desktop
S08878,U16685,P576,,1,0.7246,0.4224,mobile
S08879,U12040,P483,0.9866,1,,0.6144,desktop
S08880,U16899,P494,0.6819,0,0.7972,0.4836,desktop
S08881,U10273,P581,0.3797,1,0.8459,0.2745,mobile
S08882,U15051,P295,0.7159,1,0.5464,0.6114,mobile
S08883,U12647,P551,,1,0.4314,0.5854,desktop
S08884,U11779,P343,0.3798,0,0.7575,0.3126,mobile
S08885,U14476,P419,0.8405,1,0.9104,0.526,desktop
S08886,U15448,P100,,0,0.1818,0.5339,mobile
S08887,U10478,P188,0.7328,0,0.0747,0.8102,desktop
S08888,U16158,P381,0.9269,1,0.3967,0.7829,mobile
S08889,U10515,P238,0.8461,0,0.539,0.6895,desktop
S08890,U14286,P186,0.9206,1,,0.8329,desktop
S08891,U11191,P101,0.406,1,0.6339,0.381,tablet
S08892,U17688,P566,,1,0.0142,0.7746,desktop
S08893,U12668,P448,0.286,0,0.064,,mobile
S08894,U15256,P267,0.4958,1,,0.3795,desktop
S08895,U16297,P218,0.3022,0,0.2085,0.5048,mobile
S08896,U11411,P599,0.792,1,0.8518,0.509,desktop
S08897,U13280,P487,0.1171,0,0.979,,tablet
S08898,U10271,P179,0.4542,0,0.7287,0.3822,mobile
S08899,U10142,P210,,0,0.8277,0.297,mobile
S08900,U17778,P264,0.8974,1,0.4694,0.7346,desktop
S08901,U16008,P481,0.8798,1,0.3155,0.8052,desktop
S08902,U17987,P544,,1,0.6425,,desktop
S08903,U15188,P318,,1,,0.9004,desktop
S08904,U16390,P104,0.3466,0,0.1921,0.5518,tablet
S08905,U13332,P498,0.99,1,0.7461,0.6685,desktop
S08906,U10787,P314,0.8337,1,0.1811,0.8367,desktop
S08907,U16222,P596,0.99,0,0.9788,0.5825,desktop
S08908,U11681,P294,0.7051,1,0.7496,0.5175,mobile
S08909,U10622,P565,0.5508,1,0.9052,0.3472,mobile
S08910,U13841,P590,0.7268,1,0.4854,0.6439,desktop
S08911,U13676,P381,0.9253,1,,0.7494,desktop
S08912,U12572,P105,0.4602,1,0.817,0.3476,mobile
S08913,U16915,P478,0.3536,0,,0.4013,tablet
S08914,U15033,P399,0.8898,1,0.0396,0.9156,desktop
S08915,U17788,P157,0.4218,1,0.4132,0.4853,mobile
S08916,U17497,P436,0.6016,0,0.6794,0.4882,mobile
S08917,U13260,P401,,0,0.2964,0.4332,tablet
S08918,U15214,P201,,0,0.0397,0.8258,mobile
S08919,U14712,P525,0.8372,1,0.6647,0.6157,desktop
S08920,U15127,P147,0.7587,1,0.7969,,mobile
S08921,U10066,P469,0.5116,1,0.3573,0.5754,mobile
S08922,U17663,P510,0.9089,0,0.2228,0.8476,desktop
S08923,U14286,P375,0.6823,0,0.948,0.4044,desktop
S08924,U17533,P553,0.5968,1,0.5911,0.5236,desktop
S08925,U16911,P470,0.7446,1,0.1199,0.7975,mobile
S08926,U14616,P262,,0,0.4106,0.6984,desktop
S08927,U15085,P431,,1,0.4425,0.5901,mobile
S08928,U11140,P531,0.5349,1,0.4069,0.5674,desktop
S08929,U12314,P550,0.0677,0,,0.4175,tablet
S08930,U15730,P595,0.99,1,0.9206,0.5932,desktop
S08931,U12532,P295,0.5894,1,0.8869,0.3917,mobile
S08932,U13580,P476,0.4857,0,0.8516,0.3329,mobile
S08933,U17465,P535,0.2943,0,0.8081,0.256,mobile
S08934,U11187,P464,0.86,1,0.5564,0.6755,desktop
S08935,U14471,P423,0.3343,0,0.6004,0.3686,mobile
S08936,U14748,P231,,0,0.7823,0.3367,mobile
S08937,U13339,P522,0.7261,1,0.2177,,desktop
S08938,U10548,P504,0.2018,0,0.4649,0.3508,desktop
S08939,U15193,P591,0.5491,0,0.3831,0.5859,desktop
S08940,U17675,P165,0.24,1,0.5154,0.3366,tablet
S08941,U14087,P499,0.8025,1,,0.699,desktop
S08942,U10072,P490,0.99,1,0.2328,0.9043,desktop
S08943,U16451,P182,,1,0.8741,0.3816,desktop
S08944,U10198,P590,0.99,1,0.5392,,desktop
S08945,U13201,P580,0.5137,1,0.787,0.3913,mobile
S08946,U11781,P364,0.4846,0,0.2845,0.577,desktop
S08947,U17991,P328,,0,0.6905,0.6332,desktop
S08948,U10571,P372,0.5126,1,0.331,0.573,mobile
S08949,U10790,P318,0.7882,1,0.2405,0.7849,desktop
S08950,U11638,P324,0.99,1,,0.7634,desktop
S08951,U11831,P212,0.3678,0,0.3027,,mobile
S08952,U11855,P239,0.0783,0,,0.3051,mobile
S08953,U15606,P284,,1,,,mobile
S08954,U11174,P272,0.6993,0,0.7014,0.535,desktop
S08955,U13740,P475,0.8163,0,,0.819,desktop
S08956,U13277,P110,0.3514,0,0.7527,,mobile
S08957,U10178,P496,0.5545,0,0.261,,mobile
S08958,U12244,P258,0.55,0,0.644,0.4594,desktop
S08959,U14086,P304,0.2977,0,0.9648,0.1903,tablet
S08960,U10734,P329,,0,0.0211,0.5136,tablet
S08961,U16232,P125,0.9454,0,0.3022,0.8343,desktop
S08962,U10798,P418,,1,0.3904,0.4488,desktop
S08963,U17601,P258,0.4139,0,,0.406,tablet
S08964,U10787,P377,0.5685,1,0.5349,0.5171,desktop
S08965,U12795,P489,0.6065,0,0.7111,0.463,mobile
S08966,U17350,P247,0.5211,1,0.6194,,desktop
S08967,U14304,P568,0.2911,0,0.5817,0.3518,mobile
S08968,U14588,P365,0.8745,1,0.3546,0.7853,desktop
S08969,U17297,P182,0.7223,1,0.2093,0.7461,desktop
S08970,U16808,P518,0.0799,0,0.3567,0.313,tablet
S08971,U13084,P125,0.0817,0,0.0216,,mobile
S08972,U15753,P170,0.99,1,0.2081,,desktop
S08973,U12918,P136,0.8092,1,,,desktop
S08974,U10731,P491,0.7115,0,0.7799,0.4937,mobile
S08975,U11129,P232,0.99,1,0.0321,0.9765,desktop
S08976,U13446,P527,0.6347,1,0.0244,0.7755,desktop
S08977,U11605,P583,0.4203,1,0.8587,0.2922,mobile
S08978,U13778,P225,,0,,0.5558,mobile
S08979,U12745,P214,0.4329,1,0.0293,0.6573,mobile
S08980,U13170,P191,0.699,0,0.9733,0.4175,desktop
S08981,U14689,P341,0.8027,1,0.302,0.7667,desktop
S08982,U17754,P550,,1,0.8427,0.4063,desktop
S08983,U12933,P586,,0,0.6461,0.4416,mobile
S08984,U16995,P299,0.9025,1,,0.9188,desktop
S08985,U11215,P306,0.1316,1,0.0516,0.4743,mobile
S08986,U10324,P216,0.8872,1,0.7514,0.6214,mobile
S08987,U15074,P318,0.4545,0,0.6857,0.4009,mobile
S08988,U15845,P404,0.2764,0,0.1199,0.5282,mobile
S08989,U11850,P342,0.2714,0,0.8103,0.2275,mobile
S08990,U17099,P391,,0,0.6531,0.7086,desktop
S08991,U11490,P563,0.01,0,0.5151,0.2045,tablet
S08992,U10893,P381,0.451,0,0.8665,0.3066,mobile
S08993,U11390,P400,0.6857,0,0.2836,,mobile
S08994,U13389,P416,,0,0.7092,0.1208,tablet
S08995,U14239,P271,0.01,0,0.9177,0.0452,tablet
S08996,U14479,P487,0.7977,1,0.6797,0.5865,desktop
S08997,U12263,P175,0.4534,0,0.4395,,mobile
S08998,U13432,P308,0.5521,0,0.9016,0.3639,mobile
S08999,U12371,P413,0.01,0,0.5329,0.2112,tablet
S09000,U13086,P204,0.0949,0,0.467,0.2741,tablet
S09001,U14312,P591,0.99,0,0.7965,0.6611,desktop
S09002,U11515,P125,0.1984,0,0.2961,0.4217,tablet
S09003,U17094,P450,0.0649,0,0.6699,0.1837,mobile
S09004,U17714,P178,0.2739,0,0.7956,0.2353,mobile
S09005,U16326,P599,0.01,0,,0.2582,mobile
S09006,U16413,P581,0.4564,1,0.5754,,mobile
S09007,U17088,P227,0.6245,1,0.3723,0.6339,desktop
S09008,U15586,P512,0.01,0,0.5887,0.1871,tablet
S09009,U12917,P236,0.1304,0,0.7476,0.1879,mobile
S09010,U15731,P433,0.7531,0,0.4877,0.6437,mobile
S09011,U17686,P135,0.4892,0,0.9496,0.3071,mobile
S09012,U17709,P487,0.173,0,0.3514,0.3832,mobile
S09013,U16610,P158,0.7118,1,,0.6068,desktop
S09014,U12352,P329,0.8887,1,,0.7594,desktop
S09015,U11167,P520,0.7011,0,0.5851,0.5718,desktop
S09016,U10110,P223,,0,0.5026,0.5005,mobile
S09017,U15109,P187,0.7868,1,0.4055,0.7129,desktop
S09018,U14327,P436,,1,0.2924,0.84,desktop
S09019,U15810,P240,0.4265,1,0.6795,,mobile
S09020,U13655,P503,0.3158,1,0.3697,,mobile
S09021,U13793,P372,0.8624,1,0.6446,0.6389,desktop
S09022,U11755,P150,0.6451,0,0.5034,0.5892,desktop
S09023,U17759,P574,0.3364,0,0.0815,0.5792,mobile
S09024,U17667,P154,0.4257,0,0.3495,0.5294,mobile
S09025,U16738,P516,0.344,1,,0.2849,mobile
S09026,U11577,P504,0.2865,0,,0.2582,tablet
S09027,U11296,P436,0.6282,1,0.9037,0.3925,mobile
S09028,U13774,P249,0.14,0,0.0774,0.4681,mobile
S09029,U12220,P252,0.9,1,0.762,0.6243,desktop
S09030,U10972,P550,0.9232,1,0.4941,0.7531,desktop
S09031,U11030,P318,0.7863,1,0.4264,0.7036,mobile
S09032,U17322,P318,0.99,1,,0.8237,desktop
S09033,U17689,P465,0.4361,0,0.4835,0.4632,mobile
S09034,U12593,P495,0.4083,1,,,mobile
S09035,U16691,P498,0.3936,0,0.9114,0.2685,mobile
S09036,U13992,P585,0.296,1,0.8897,0.2074,mobile
S09037,U14613,P567,,1,,,mobile
S09038,U10913,P441,0.1387,0,0.6936,0.2159,mobile
S09039,U16358,P357,0.9362,1,,,desktop
S09040,U12181,P487,0.4263,1,0.6052,0.4194,mobile
S09041,U16428,P144,0.637,1,0.3578,0.633,mobile
S09042,U13197,P368,0.6698,1,0.7905,0.4796,desktop
S09043,U16040,P410,0.3092,1,0.8499,0.2465,mobile
S09044,U11462,P259,0.7377,0,,,mobile
S09045,U15968,P377,0.2968,0,0.3443,0.4575,desktop
S09046,U16829,P444,0.7537,1,0.6005,0.6098,mobile
S09047,U17319,P574,0.4535,0,0.8275,,desktop
S09048,U12378,P154,0.99,1,0.2705,0.888,desktop
S09049,U17705,P244,0.3558,0,0.9026,0.2506,mobile
S09050,U13454,P553,,0,0.3599,0.4698,mobile
S09051,U17282,P334,0.99,1,0.2659,0.89,desktop
S09052,U17037,P278,0.9293,1,0.0108,0.9651,desktop
S09053,U13553,P307,,1,0.2848,0.8675,desktop
S09054,U11307,P235,,1,0.7245,0.6922,mobile
S09055,U14994,P544,,0,,0.2855,mobile
S09056,U15194,P452,0.4797,0,0.4406,0.5068,mobile
S09057,U11189,P493,0.7961,1,0.6645,0.5922,desktop
S09058,U15308,P581,0.4028,0,0.5212,0.4278,mobile
S09059,U16221,P374,0.01,0,0.4255,0.2575,tablet
S09060,U17090,P483,0.01,0,0.1352,,mobile
S09061,U17769,P497,0.3649,0,0.3867,0.4784,mobile
S09062,U10687,P422,,1,0.0961,0.8953,desktop
S09063,U16164,P282,0.2709,1,0.6071,0.3293,mobile
S09064,U14661,P160,0.99,1,,0.6172,desktop
S09065,U11207,P539,0.355,0,0.139,0.5795,tablet
S09066,U11894,P162,0.0573,0,0.6701,0.1648,tablet
S09067,U17389,P460,,0,,0.4928,mobile
S09068,U14922,P314,0.7334,1,0.195,0.7586,mobile
S09069,U15447,P459,0.1848,0,,0.1874,tablet
S09070,U16322,P238,0.6169,1,0.5544,0.5366,desktop
S09071,U11811,P530,0.4083,0,0.9329,0.2677,mobile
S09072,U13183,P233,0.99,1,0.9728,0.5707,desktop
S09073,U17903,P133,0.99,0,0.65,0.7099,desktop
S09074,U13797,P292,,1,0.4047,,mobile
S09075,U15178,P454,0.1126,0,0.2966,0.3578,tablet
S09076,U15446,P572,0.5332,0,,0.6559,mobile
S09077,U17048,P419,,0,0.4809,0.3992,mobile
S09078,U11644,P576,0.99,1,0.4682,0.8027,desktop
S09079,U13968,P186,0.2935,0,0.0115,0.5848,mobile
S09080,U12716,P309,0.7792,1,0.7055,,desktop
S09081,U10190,P561,0.7354,1,0.3436,0.7101,desktop
S09082,U15319,P180,0.5886,0,0.8407,0.4112,mobile
S09083,U11335,P421,0.9623,1,,0.8036,mobile
S09084,U14803,P514,,1,0.9258,0.6054,desktop
S09085,U13106,P438,0.0175,0,,0.1283,tablet
S09086,U10378,P579,0.8922,1,,0.7543,desktop
S09087,U14482,P289,0.5202,0,0.5245,0.4939,mobile
S09088,U13829,P537,0.7934,0,0.3885,0.724,desktop
S09089,U16380,P447,0.2483,1,,0.3874,mobile
S09090,U10615,P332,0.7149,1,0.0613,0.8057,mobile
S09091,U15638,P491,0.99,1,0.2434,0.8997,desktop
S09092,U12330,P525,0.7565,1,0.9284,0.4699,mobile
S09093,U16144,P268,0.99,1,0.5673,0.7456,desktop
S09094,U11754,P542,,1,0.0206,0.9814,desktop
S09095,U10463,P350,0.5244,0,0.9871,0.3111,mobile
S09096,U17397,P267,0.471,0,0.3429,,mobile
S09097,U10966,P330,,1,0.9347,0.5337,desktop
S09098,U14267,P249,0.3865,0,0.9429,0.2365,mobile
S09099,U13158,P251,,1,0.5271,0.6302,mobile
S09100,U13624,P137,0.2166,0,0.447,0.3671,mobile
S09101,U15242,P485,,0,0.4192,0.5902,mobile
S09102,U14938,P480,0.01,0,0.4858,0.2171,tablet
S09103,U15417,P396,0.0921,0,0.6094,0.2254,mobile
S09104,U16004,P588,0.1083,0,0.1264,0.4287,mobile
S09105,U10689,P374,,1,0.7259,0.6916,desktop
S09106,U12622,P204,,0,0.3632,0.5309,desktop
S09107,U15603,P485,0.6563,1,,0.5787,desktop
S09108,U12212,P447,0.2828,0,0.9386,0.1787,mobile
S09109,U16120,P451,0.0645,0,0.9665,0.0555,mobile
S09110,U15818,P161,0.01,0,0.1496,0.3765,tablet
S09111,U10382,P566,0.4519,0,0.4105,,mobile
S09112,U12256,P115,0.8359,1,0.3133,,desktop
S09113,U13810,P449,0.8985,1,,0.8512,desktop
S09114,U13503,P249,0.704,0,0.785,0.5016,mobile
S09115,U11412,P241,0.4959,0,0.1325,0.649,desktop
S09116,U11583,P215,0.8769,1,0.2873,0.8013,mobile
S09117,U16367,P411,0.6653,1,0.1469,0.7402,desktop
S09118,U16146,P164,0.7862,0,0.5509,0.6498,desktop
S09119,U10371,P528,0.3051,1,0.0677,0.5672,mobile
S09120,U15806,P409,0.7242,1,0.3117,0.703,desktop
S09121,U15565,P293,0.01,0,0.9776,0.0194,tablet
S09122,U10610,P441,0.7469,1,0.0537,0.8274,desktop
S09123,U10115,P529,0.863,1,0.9025,0.5424,desktop
S09124,U17437,P260,0.7837,0,,0.7169,desktop
S09125,U10446,P562,0.692,0,0.3493,0.6683,desktop
S09126,U11391,P405,0.4792,1,0.6438,0.4188,mobile
S09127,U13324,P460,0.7499,1,,0.471,desktop
S09128,U11340,P377,0.99,1,0.1998,,desktop
S09129,U14510,P395,0.485,1,,0.5705,mobile
S09130,U17262,P138,0.516,0,,0.514,mobile
S09131,U15904,P460,0.4607,0,0.9444,0.2785,tablet
S09132,U12939,P268,0.4306,1,0.9166,,mobile
S09133,U15143,P558,0.4126,0,0.4324,0.4861,mobile
S09134,U13699,P167,0.5439,0,0.0496,0.7124,mobile
S09135,U16806,P106,,0,0.3469,0.5412,mobile
S09136,U15969,P184,0.1726,0,0.336,0.3753,mobile
S09137,U11073,P298,0.3876,1,0.8207,,mobile
S09138,U17669,P231,0.6784,1,0.4683,0.6091,desktop
S09139,U14813,P175,0.5274,0,0.1781,0.6618,mobile
S09140,U13569,P349,0.01,0,0.4659,0.2401,tablet
S09141,U15454,P446,0.4728,1,0.5831,0.4557,mobile
S09142,U13150,P542,0.3006,1,0.1921,0.5253,desktop
S09143,U11605,P308,0.7799,0,0.1735,0.7946,desktop
S09144,U17194,P183,0.99,1,0.8457,0.6399,desktop
S09145,U16414,P322,0.3261,0,0.2566,0.5122,mobile
S09146,U14657,P352,0.99,1,0.1753,0.9147,desktop
S09147,U16947,P509,0.3988,0,0.0431,,mobile
S09148,U12294,P130,0.6902,1,0.3804,0.6682,mobile
S09149,U17943,P454,0.9198,1,0.1209,0.8978,mobile
S09150,U13662,P300,0.7646,1,0.8882,,mobile
S09151,U14482,P552,0.3791,1,0.4504,0.4447,mobile
S09152,U14797,P151,,1,0.6971,0.5986,desktop
S09153,U16702,P467,0.01,0,0.2507,0.3185,tablet
S09154,U15068,P171,,0,0.9472,0.392,mobile
S09155,U15480,P120,0.6874,0,0.5055,0.6126,mobile
S09156,U10983,P115,0.2818,0,0.984,0.1586,mobile
S09157,U15607,P534,0.8826,1,0.5263,0.7159,desktop
S09158,U10351,P115,0.01,0,0.0159,0.4198,tablet
S09159,U11724,P501,0.03,0,0.7518,0.1139,mobile
S09160,U11951,P274,0.4239,0,,0.5543,tablet
S09161,U11279,P411,0.1057,1,0.878,0.1029,mobile
S09162,U17389,P511,0.6644,1,,0.6712,mobile
S09163,U11907,P437,0.3189,0,0.7248,,mobile
S09164,U14848,P177,0.3535,1,0.8206,0.2846,mobile
S09165,U16924,P539,0.4994,0,0.1056,0.677,mobile
S09166,U11024,P339,0.4196,1,0.9048,0.2863,mobile
S09167,U10545,P136,0.9265,1,,0.6332,desktop
S09168,U15565,P331,,0,0.2496,0.421,mobile
S09169,U14174,P499,0.39,0,,0.4753,mobile
S09170,U15355,P312,0.4319,0,0.3882,0.5163,mobile
S09171,U12381,P292,0.7733,1,0.9147,0.4855,desktop
S09172,U10888,P159,0.3206,0,0.8323,0.2607,mobile
S09173,U17516,P288,0.6384,0,0.9164,0.4072,mobile
S09174,U17265,P366,,1,,0.5137,mobile
S09175,U11105,P225,0.2826,1,0.6628,0.2976,mobile
S09176,U12549,P302,0.645,1,0.733,0.4901,desktop
S09177,U11990,P421,0.01,0,0.8196,0.0875,mobile
S09178,U15596,P481,,0,0.8625,0.2451,mobile
S09179,U13998,P131,0.8073,1,0.8795,0.5203,desktop
S09180,U13775,P502,0.01,0,0.126,0.3867,tablet
S09181,U12812,P411,0.8694,1,0.4403,0.7454,desktop
S09182,U10920,P360,0.01,0,,0.191,tablet
S09183,U14645,P486,0.6022,1,0.029,0.7548,desktop
S09184,U12061,P511,0.01,0,0.264,0.3272,tablet
S09185,U14487,P445,0.3219,1,0.2656,0.5059,mobile
S09186,U17514,P570,0.4247,0,0.3582,0.5107,desktop
S09187,U16453,P193,,0,0.8815,,tablet
S09188,U16529,P427,0.9393,1,0.5456,0.7402,desktop
S09189,U17376,P199,0.2055,0,,0.2646,tablet
S09190,U15476,P384,0.2029,1,0.876,0.1742,mobile
S09191,U15069,P560,0.3083,1,0.6325,0.3254,mobile
S09192,U17768,P414,0.2246,0,0.4394,0.375,mobile
S09193,U13639,P124,0.8343,1,0.6485,0.6355,mobile
S09194,U13165,P505,0.6824,0,0.6647,0.5411,desktop
S09195,U17260,P593,,0,0.4927,0.7922,desktop
S09196,U14435,P452,0.6226,1,0.9485,0.3843,desktop
S09197,U12644,P456,0.4309,1,0.3393,0.5224,mobile
S09198,U17612,P216,0.4122,1,,0.2898,mobile
S09199,U14852,P298,0.8029,0,,0.8594,desktop
S09200,U11045,P378,,1,0.6804,0.707,desktop
S09201,U16434,P169,0.3186,0,0.7587,0.2913,mobile
S09202,U13556,P434,,0,0.1214,0.7841,mobile
S09203,U17951,P178,0.6679,1,0.8933,0.4198,desktop
S09204,U16449,P523,0.6387,1,0.7002,0.5006,desktop
S09205,U12681,P453,,0,0.1698,0.4648,mobile
S09206,U13199,P113,0.21,0,0.7175,0.2322,mobile
S09207,U16768,P128,0.9749,1,0.7782,0.6604,desktop
S09208,U10938,P243,0.4465,1,,0.5547,mobile
S09209,U17440,P576,0.2484,0,0.7248,0.2655,tablet
S09210,U14943,P442,0.0681,1,0.5999,0.2013,mobile
S09211,U10441,P109,0.9508,1,0.6933,0.6687,desktop
S09212,U12550,P146,0.7867,1,0.7852,0.5347,mobile
S09213,U14225,P359,0.7928,1,0.9181,0.4952,desktop
S09214,U17299,P111,0.2176,0,0.3404,0.3993,mobile
S09215,U10596,P397,0.01,0,0.6779,0.1343,tablet
S09216,U16054,P325,0.2108,0,0.966,0.1255,mobile
S09217,U11505,P359,0.6087,0,,0.7152,desktop
S09218,U10861,P183,0.4084,0,0.665,0.369,tablet
S09219,U17557,P447,0.9062,1,0.0334,0.9277,mobile
S09220,U12640,P447,,0,0.1897,,desktop
S09221,U15094,P105,0.0824,0,0.7784,0.1325,tablet
S09222,U16468,P497,0.3461,1,0.7315,0.3188,mobile
S09223,U17236,P346,0.081,0,0.836,,mobile
S09224,U13731,P134,,0,0.5058,0.6065,desktop
S09225,U16591,P274,0.7742,0,0.883,0.4997,desktop
S09226,U11551,P541,0.01,0,0.6209,0.1588,mobile
S09227,U16962,P164,0.4729,1,0.087,0.6554,desktop
S09228,U15736,P246,0.5381,1,0.8812,,mobile
S09229,U13236,P156,0.955,1,0.384,0.8189,desktop
S09230,U15607,P292,0.4851,1,0.189,0.6328,mobile
S09231,U11736,P112,0.3184,0,0.8182,0.2655,mobile
S09232,U16852,P491,0.6575,0,0.914,0.4192,desktop
S09233,U11449,P117,0.6482,1,0.5192,0.5841,desktop
S09234,U17864,P345,0.3409,0,0.6337,0.3436,mobile
S09235,U15953,P262,0.5419,0,0.4188,0.552,desktop
S09236,U10264,P442,0.8993,1,0.8382,0.591,desktop
S09237,U12659,P213,0.9759,1,0.9738,0.5622,desktop
S09238,U17509,P599,,1,0.0581,0.9653,desktop
S09239,U16975,P381,0.7009,1,0.2614,0.7113,mobile
S09240,U17893,P332,0.2231,0,,0.1776,desktop
S09241,U17445,P265,0.6574,0,0.6656,0.5263,mobile
S09242,U12721,P567,0.1623,0,0.5184,,tablet
S09243,U11462,P421,0.6022,0,0.051,0.7597,desktop
S09244,U14252,P125,0.2675,0,0.532,0.3453,mobile
S09245,U11445,P225,0.3197,0,0.282,0.4832,mobile
S09246,U12298,P412,0.1817,0,0.105,0.4945,mobile
S09247,U12925,P583,0.3338,0,0.0957,0.586,mobile
S09248,U11632,P380,0.7227,1,0.8509,0.4695,desktop
S09249,U16673,P385,0.01,0,0.6896,0.1436,tablet
S09250,U12374,P565,,1,0.9713,0.4947,desktop
S09251,U17104,P490,0.99,1,0.1301,0.9486,desktop
S09252,U14990,P382,,1,0.5805,0.6164,desktop
S09253,U16240,P238,0.8297,0,0.8414,0.5496,desktop
S09254,U10512,P200,0.3027,0,,0.1779,mobile
S09255,U10215,P491,0.913,1,,0.6459,desktop
S09256,U17299,P110,0.5833,0,0.7813,0.4338,mobile
S09257,U13331,P481,0.0327,0,0.5575,0.1993,tablet
S09258,U12172,P315,0.3351,0,0.4332,0.4412,mobile
S09259,U13153,P129,0.9612,1,0.3871,0.8067,desktop
S09260,U17450,P193,,0,0.4702,0.4292,mobile
S09261,U11706,P215,0.01,0,0.7668,0.1103,mobile
S09262,U12106,P599,0.0557,0,,0.2081,tablet
S09263,U11567,P370,0.7935,0,0.2526,0.7684,desktop
S09264,U12208,P539,0.2629,1,0.7244,0.2741,mobile
S09265,U12331,P390,0.3891,0,0.6035,0.3844,mobile
S09266,U12153,P138,0.3152,0,0.6248,,tablet
S09267,U11128,P123,0.6618,0,0.6447,0.5379,desktop
S09268,U13510,P363,0.2797,1,0.3528,0.4296,mobile
S09269,U14323,P142,,1,0.1162,0.643,mobile
S09270,U17867,P269,0.4237,0,0.6567,0.3957,mobile
S09271,U13653,P439,0.3474,0,0.6092,0.3723,mobile
S09272,U12365,P268,,1,0.6491,0.5101,desktop
S09273,U15583,P402,0.6698,1,0.7952,0.4632,desktop
S09274,U14897,P125,0.8824,1,0.2899,0.8177,mobile
S09275,U15718,P279,0.1613,0,0.8526,0.1603,mobile
S09276,U16001,P571,0.2697,0,0.8207,0.2364,mobile
S09277,U12921,P249,0.4925,0,0.9027,0.3292,mobile
S09278,U14567,P232,0.99,1,0.2339,0.9038,mobile
S09279,U11079,P242,0.7964,1,,0.7082,desktop
S09280,U16768,P263,0.4482,0,0.9255,,mobile
S09281,U16156,P200,0.5572,0,0.6499,,desktop
S09282,U13511,P162,0.1926,0,0.6422,0.2547,mobile
S09283,U15137,P192,0.8228,0,0.0545,0.885,desktop
S09284,U12741,P306,0.9293,1,,0.9181,desktop
S09285,U13020,P574,0.6781,1,0.2112,0.7342,desktop
S09286,U16256,P532,0.6464,0,0.3901,,desktop
S09287,U10228,P410,,0,,0.3687,mobile
S09288,U10170,P171,,1,0.965,,desktop
S09289,U10294,P159,,1,0.2658,0.8143,desktop
S09290,U14284,P540,0.99,1,0.6259,0.7347,desktop
S09291,U10425,P128,0.4091,0,0.5758,0.4078,mobile
S09292,U15072,P118,0.5638,1,0.7082,0.4541,mobile
S09293,U15198,P578,0.3204,1,0.1157,0.5553,mobile
S09294,U16801,P172,0.2829,0,0.8067,0.2357,mobile
S09295,U10918,P493,,0,0.0479,,mobile
S09296,U13253,P456,0.2953,0,0.4045,0.4307,mobile
S09297,U10498,P493,0.9097,1,0.4615,0.7594,desktop
S09298,U15917,P345,0.4871,0,0.0939,0.6606,desktop
S09299,U12809,P580,0.3877,1,0.7007,0.356,mobile
S09300,U14961,P572,0.0564,0,0.9322,0.0512,mobile
S09301,U10825,P412,0.99,0,0.5126,0.7836,desktop
S09302,U13779,P537,0.9246,1,0.2058,0.8783,desktop
S09303,U11858,P539,0.6361,0,0.214,0.6944,desktop
S09304,U12118,P423,0.1611,0,0.1105,0.4803,tablet
S09305,U16391,P552,0.8791,1,0.9099,0.5484,desktop
S09306,U10145,P186,0.5005,0,0.8243,0.3532,desktop
S09307,U15737,P458,0.4271,1,0.9027,0.2772,mobile
S09308,U17942,P282,0.9117,1,0.8498,0.5931,desktop
S09309,U15415,P296,0.1726,0,0.6103,0.2713,tablet
S09310,U16725,P343,0.5588,0,0.9209,0.3451,mobile
S09311,U14565,P427,,1,0.7383,0.4701,desktop
S09312,U13577,P564,0.5439,1,0.9097,,mobile
